Offer,Terms and Conditions,Link,Eligible Credit Cards,Eligible Debit Cards,Net Banking,UPI,Non-Payments-Offers
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Expressions Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank HPCL Super Saver Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Instant Platinum Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Manchester United Signature Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Platinum Chip Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Rubyx Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Sapphiro Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Times Black Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI HPCL Coral Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Manchester United Platinum Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Parakram Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Parakram Select Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Makemytrip ICICI Bank Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Makemytrip ICICI Bank Platinum Credit Card,,,,
"ICICI Bank Credit Card: Flat ?3,000 Instant Discount (EMI slab ?40,000??59,999.99)","ICICI Bank Credit Card EMI specific slab highlight: For EMI transactions between ?40,000??59,999.99, flat ?3,000 instant discount. (Overall offer valid 06 Jan 2026 to 31 Mar 2026; min EMI txn ?10,000; once per card per month; not on No-Cost EMI / brand-subvented EMI; not on Corporate/Commercial/B2B cards.)",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,MakeMyTrip ICICI Bank Signature Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Accelero ICICI Bank Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Adani One ICICI Platinum Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Adani One ICICI Signature Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Amazon Pay ICICI Bank Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Chennai Super Kings ICICI Bank Credit Card.,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Emirates Skywards ICICI Bank Emerald Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Emirates Skywards Rubyx Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Coral Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Emeralde Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Expressions Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank HPCL Super Saver Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Instant Platinum Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Manchester United Signature Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Platinum Chip Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Rubyx Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Sapphiro Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Bank Times Black Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI HPCL Coral Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Manchester United Platinum Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Parakram Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,ICICI Parakram Select Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Makemytrip ICICI Bank Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,Makemytrip ICICI Bank Platinum Credit Card,,,,
"7.5% Instant Discount with ICICI Bank Credit Card EMI (Up to ?10,000)","ICICI Bank Credit Card EMI offer (all days): Min EMI txn ?10,000. Slabs: ?10,000??39,999.99 = 7.5% up to ?2,000; ?40,000??59,999.99 = Flat ?3,000; ?60,000??99,999.99 = Flat ?4,000; ?1,00,000??1,49,999.99 = Flat ?6,000; ?1,50,000 & above = Flat ?10,000. Valid 06 Jan 2026 to 31 Mar 2026. Once per card per month. Not applicable on No-Cost EMI / brand-subvented EMI. Not applicable on Corporate/Commercial/B2B cards.",https://www.reliancedigital.in/page/icici-bank-offer-tc-2601,MakeMyTrip ICICI Bank Signature Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,Yes Bank Anq Pi Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,Yes Bank BYOC Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,Yes Bank Card Anq Phi Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,Yes Bank Finbooster Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,YES Bank Marquee Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,YES Bank Paisabazaar Paisasave Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,YES Bank Rio Rupay Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,Yes Bank Wellness Credit Card,,,,
"7.5% Instant Discount with Yes Bank Credit Card EMI (Up to ?6,000)","Yes Bank Credit Card EMI offer: Min purchase ?10,000. Discount slabs: ?10,000??99,999.99 = 7.5% up to ?3,000; ?1,00,000 & above = Flat ?6,000. Max discount ?6,000. Valid 06 Jan 2026 to 28 Feb 2026. Once per card during offer period. Not applicable on No-Cost EMI / brand-subvented EMI. Not clubbable with other offers.",https://www.reliancedigital.in/page/yes-bank-offer-tc-2601,Yes Bank Wellness Plus Credit Card,,,,
